student_id,course_code
290930,4158
290930,4501
290930,4764
290930,6111
290930,6112
290930,4502
290930,4503
290930,4504
290930,4157
290930,4763
643576,2321
643576,2322
643576,1570
643576,8210
643576,1571
643576,8209
643576,4765
643576,4766
643576,6311
643576,6312
643576,8373
643576,4159
643576,4160
643576,8374
643576,6605
643576,6606
763537,3705
763537,3706
763537,1540
763537,1541
763537,8207
763537,8208
763537,4158
763537,4501
763537,4764
763537,6111
763537,6112
763537,4502
763537,4503
763537,4504
763537,4157
763537,4763
137403,1424
137403,8208
137403,4763
137403,3311
137403,3312
137403,1541
137403,8207
137403,4158
137403,4501
137403,4502
137403,4764
137403,4503
137403,4157
137403,4504
137403,1540
137403,1423
552535,4167
552535,4168
552535,6311
552535,6312
552535,8421
552535,6645
552535,6646
552535,2347
552535,2348
552535,1572
552535,1573
552535,4165
552535,4166
552535,1165
552535,1166
552535,1165
552535,1166
368193,6211
368193,6212
368193,271
368193,272
368193,1165
368193,1166
368193,1589
368193,1590
368193,1655
368193,1656
368193,4169
368193,4170
368193,6701
368193,6702
368193,2321
368193,2322
368193,1583
368193,1584
368193,8155
641087,191
641087,192
641087,1797
641087,1798
641087,1540
641087,1541
641087,4157
641087,4158
641087,4763
641087,4764
641087,5503
641087,5504
641087,5701
641087,5702
641087,6111
641087,6112
813512,1583
813512,1584
813512,8227
813512,8228
813512,4159
813512,4160
813512,4765
813512,4766
813512,6211
813512,6212
813512,8155_2
813512,6111
813512,6112
813512,3651
813512,3652
813512,8155
813512,6701
813512,6702
742911,8027_2
267003,1416
267003,1415
267003,4159
267003,4160
267003,4765
267003,4766
267003,6311
267003,6312
267003,3651
267003,3652
267003,6605
267003,6606
267003,2345
267003,2346
267003,1570
267003,1571
987816,1570
987816,4765
987816,6639
987816,6640
987816,1572
987816,1573
987816,1571
987816,4159
987816,4160
987816,4766
987816,6311
987816,6312
187189,4159
187189,6312
187189,8291
187189,8292
187189,6605
187189,6606
187189,2323
187189,1570
187189,1571
187189,2324
187189,4160
187189,4765
187189,4766
187189,6311
187189,1416
187189,1415
402365,8027_2
778559,8421
778559,8796
778559,4162
778559,5121
778559,5051
778559,5060
778559,5120
778559,8797
778559,4161
778559,1653
778559,1654
778559,6757
778559,6758
778559,8432
778559,8433
778559,8490
778559,8491
778559,6941
778559,6942
778559,5050
778559,5061
837938,7133
837938,7163
837938,7113
837938,7123
837938,5703
837938,5704
837938,5705
837938,5706
591350,1540
591350,1541
591350,8207
591350,8208
591350,4157
591350,4158
591350,4763
591350,4764
591350,6111
591350,6112
591350,5503
591350,5702
591350,5051
591350,5504
591350,5050
591350,5701
457318,6240
457318,6241
457318,8207
457318,8208
457318,6111
457318,6112
457318,5503
457318,5504
457318,5701
457318,1540
457318,1541
457318,4157
457318,4158
457318,4763
457318,4764
457318,5702
141786,2347
141786,2348
183574,1415
183574,1416
183574,4159
183574,4160
183574,4765
183574,4766
183574,6311
183574,6312
183574,4505
183574,4506
183574,5320
183574,5321
183574,6605
183574,6606
183574,1570
183574,1571
120016,4169
120016,4170
120016,6121
120016,6122
120016,4505
120016,4506
120016,3313
120016,3314
120016,6639
120016,6640
120016,1572
120016,1573
120016,8209
120016,8210
120016,6649
120016,6650
211909,4766
211909,4159
211909,4160
211909,4765
211909,6321
211909,6322
211909,4505
211909,4506
211909,191
211909,192
211909,6645
211909,6646
211909,1572
211909,1573
211909,1168
211909,1167
802331,1415
802331,1416
802331,4159
802331,4160
802331,4765
802331,4766
802331,6311
802331,6312
802331,1165
802331,1166
802331,191
802331,192
802331,6605
802331,6606
802331,1570
802331,1571
558064,4167
558064,4168
558064,4169
558064,4170
558064,6321
558064,6322
558064,1154
558064,1155
558064,6639
558064,6640
558064,1572
558064,1573
558064,4881
558064,2321
558064,2322
558064,6650
558064,6649
558064,4882
558064,4163
558064,4164
443364,6605
443364,6606
443364,2345
443364,2346
443364,5712_2
443364,4163
443364,4164
443364,6121
443364,6122
443364,3313
443364,3314
443364,6639
443364,6640
443364,1572
443364,1573
443364,8209
443364,8210
443364,6649
443364,6650
443364,6111
443364,6112
986415,6311
986415,1415
986415,1416
986415,8155
986415,6639
986415,6640
986415,1570
986415,4181
986415,4182
986415,3657
986415,6312
986415,3658
986415,6649
986415,6650
986415,1571
986415,2321
986415,2322
986415,6321
986415,6322
886564,1540
886564,1541
886564,4157
886564,4158
886564,6211
886564,6112
886564,5503
886564,5504
886564,5701
886564,5702
886564,4763
886564,4764
886564,6111
886564,6112
810451,6111
810451,6112
810451,4159
810451,4160
810451,4765
810451,4766
810451,6311
810451,6312
810451,1154
810451,1155
810451,3313
810451,3314
810451,6605
810451,6606
810451,1570
810451,1571
810451,8209
810451,8210
913566,8210
913566,1570
913566,1571
913566,8209
913566,4159
913566,4160
913566,4765
913566,4766
913566,6311
913566,6312
913566,4463
913566,4464
913566,6605
913566,6606
913566,4474
913566,4473
407791,1570
407791,1571
407791,8209
407791,8210
407791,4473
407791,4474
407791,4159
407791,4160
407791,4765
407791,4766
407791,6311
407791,6312
407791,4463
407791,4464
407791,6605
407791,6606
916730,4766
916730,4159
916730,4160
916730,6311
916730,6312
916730,191
916730,192
916730,6605
916730,6606
916730,2345
916730,2346
916730,1570
916730,1571
916730,4881
916730,4882
916730,4765
459578,4160
459578,4765
459578,4766
459578,6311
459578,6312
459578,4505
459578,4506
459578,241
459578,242
459578,6605
459578,6606
459578,1570
459578,1571
459578,4159
459578,1415
459578,1416
850618,4167
850618,4168
850618,6321
850618,6322
850618,5703
850618,5704
850618,6639
850618,6640
850618,2347
850618,2348
850618,1572
850618,1573
850618,4881
850618,4882
850618,6650
850618,6649
520809,6605
520809,4159
520809,4160
520809,4765
520809,6650
520809,6649
520809,4766
520809,6121
520809,6122
520809,3313
520809,3314
520809,6639
520809,6640
520809,1572
520809,1573
520809,8209
520809,8210
847146,4168
847146,6121
847146,4167
847146,6122
847146,3313
847146,3314
847146,241
847146,242
847146,6639
847146,6640
847146,6649
847146,6650
847146,1572
847146,1573
847146,8209
847146,8210
963323,4159
963323,4160
963323,4765
963323,4766
963323,6311
963323,6312
963323,3313
963323,3314
963323,6605
963323,6606
963323,2321
963323,2322
963323,1570
963323,1571
963323,8209
963323,8210
500398,6605
500398,6606
500398,4163
500398,4164
500398,6650
500398,6649
500398,6121
500398,6122
500398,1165
500398,1166
500398,3313
500398,4169
500398,4170
500398,3314
500398,6639
500398,6640
500398,1572
500398,1573
500398,8209
500398,8210
500398,6111
500398,6112
720176,4159
720176,4160
720176,4765
720176,4766
720176,6311
720176,6312
720176,8291
720176,8292
720176,6605
720176,6606
720176,1570
720176,1571
720176,8209
720176,8210
720176,5712_2
967109,4763
967109,5702
967109,6111
967109,1541
967109,4158
967109,6112
967109,1540
967109,5504
967109,5701
967109,191
967109,192
967109,4157
967109,5503
967109,4764
967109,1797
967109,1798
428970,4161
428970,4162
428970,6221
428970,6222
428970,6291
428970,6292
428970,1571
428970,1570
428970,6639
428970,6640
428970,4169
428970,4170
428970,6650
428970,6321
428970,1415
428970,1416
428970,6221
428970,6222
428970,6291
428970,6292
428970,1416
428970,3657
428970,3658
428970,1415
428970,6649
428970,6311
428970,6312
428970,4181
428970,4182
428970,6322
129554,6212
129554,6605
129554,6606
129554,5703
129554,5704
129554,191
129554,192
129554,4881
129554,4882
129554,1570
129554,1571
129554,4159
129554,4160
129554,4765
129554,4766
129554,6211
129554,6111
129554,6112
129554,3313
129554,3314
897884,1416
897884,1415
897884,4159
897884,4160
897884,4765
897884,4766
897884,6311
897884,6312
897884,5757
897884,5758
897884,3651
897884,3652
897884,6605
897884,6606
897884,1570
897884,1571
389149,4169
389149,4170
389149,6650
389149,6649
389149,6121
389149,6122
389149,3313
389149,3314
389149,5050
389149,5051
389149,6639
389149,6640
389149,1572
389149,1573
389149,8209
389149,8210
389149,6605
389149,6606
862466,4159
862466,4160
862466,4765
862466,4766
862466,6311
862466,6312
862466,1165
862466,1166
862466,241
862466,242
862466,6605
862466,6606
862466,1570
862466,1571
862466,1415
862466,1416
678995,5702
678995,6111
678995,1541
678995,4158
678995,6112
678995,1540
678995,5504
678995,5701
678995,191
678995,192
678995,4157
678995,5503
678995,4763
678995,4764
678995,1797
678995,1798
616815,6650
616815,6649
616815,6121
616815,6122
616815,3313
616815,3314
616815,6639
616815,6640
616815,2321
616815,2322
616815,1572
616815,1573
616815,8209
616815,8210
616815,4167
616815,4168
616815,6111
616815,6645
616815,6646
616815,6112
779605,6649
779605,6650
779605,261
779605,6111
779605,6112
779605,1541
779605,5702
779605,1540
779605,4158
779605,5504
779605,262
779605,4764
779605,4763
779605,5503
779605,4157
779605,5701
712162,5121
712162,1540
712162,1541
712162,1798
712162,5120
712162,4157
712162,5503
712162,6111
712162,4158
712162,4763
712162,4764
712162,5504
712162,5701
712162,5702
712162,1797
712162,6112
578556,4167
578556,4168
578556,3657
578556,3658
578556,6605
578556,6606
578556,2321
578556,2322
578556,2323
578556,2324
578556,1570
578556,1571
578556,1416
578556,6311
578556,6312
578556,1415
540083,1415
540083,4160
540083,4765
540083,6311
540083,6312
540083,6605
540083,6646
540083,6942
540083,8373
540083,8374
540083,1570
540083,1571
540083,1416
540083,4159
540083,4766
540083,6606
540083,6645
540083,6941
713463,6241
713463,6240
713463,4763
713463,8207
713463,6112
713463,4503
713463,1541
713463,4158
713463,6111
713463,1540
713463,4502
713463,4157
713463,4764
713463,4504
713463,4501
713463,8208
466225,1570
466225,1571
466225,8209
466225,8210
466225,4159
466225,4160
466225,4765
466225,4766
466225,6311
466225,6312
466225,1165
466225,1166
466225,8373
466225,8374
466225,6605
466225,6606
435603,8291
435603,8292
435603,1570
435603,1571
435603,4159
435603,4160
435603,4765
435603,4766
435603,6311
435603,6312
435603,6605
435603,6606
435603,5701
435603,5702
435603,8209
435603,8210
809007,4159
809007,4160
809007,4765
809007,4766
809007,6639
809007,6640
809007,2348
809007,1572
809007,6650
809007,6649
809007,6311
809007,6312
809007,2347
809007,1573
809007,4881
809007,4882
955786,8210
955786,4159
955786,4160
955786,4765
955786,4766
955786,6311
955786,6312
955786,8291
955786,8292
955786,6605
955786,6606
955786,2345
955786,2346
955786,1570
955786,1571
955786,8209
694125,4167
694125,4168
694125,4169
694125,4170
694125,3657
694125,3658
694125,6605
694125,6606
694125,2321
694125,2322
694125,1570
694125,1571
694125,1416
694125,6311
694125,1415
694125,6312
858427,6311
858427,6312
858427,3651
858427,3652
858427,191
858427,192
858427,6605
858427,6606
858427,1570
858427,1571
858427,4159
858427,4160
858427,4765
858427,4766
858427,1415
858427,1416
233641,1570
233641,1571
233641,8209
233641,8210
233641,192
233641,191
233641,4159
233641,4160
233641,4765
233641,4766
233641,6311
233641,6312
233641,8373
233641,8374
233641,6605
233641,6606
330894,1415
330894,1416
330894,6311
330894,4167
330894,4168
330894,4505
330894,4506
330894,3651
330894,3652
330894,1154
330894,1155
330894,6605
330894,6606
330894,1570
330894,1571
330894,6312
361822,4159
361822,4160
361822,4765
361822,4766
361822,6321
361822,6322
361822,5330
361822,5331
361822,1572
361822,1573
361822,5712_2
361822,1415
361822,1416
361822,6645
361822,6646
649808,4167
649808,4168
649808,6121
649808,6122
649808,1165
649808,1166
649808,3313
649808,3314
649808,6639
649808,6640
649808,1572
649808,1573
649808,6649
649808,6650
649808,8209
649808,8210
279097,4765
279097,4766
279097,6311
279097,6312
279097,3313
279097,3314
279097,191
279097,192
279097,6605
279097,4159
279097,4160
279097,6606
279097,1570
279097,1571
279097,8209
279097,8210
490374,1416
490374,1415
490374,4159
490374,4160
490374,4765
490374,4766
490374,6311
490374,6312
490374,191
490374,192
490374,6605
490374,6606
490374,2345
490374,2346
490374,1570
490374,1571
121393,6606
121393,1570
121393,1571
121393,4881
121393,4882
121393,4159
121393,4765
121393,4766
121393,6311
121393,6312
121393,1165
121393,1166
121393,191
121393,192
121393,6605
121393,4160
826282,2348
826282,2347
731512,1416
731512,1415
731512,4159
731512,4160
731512,4765
731512,4766
731512,6311
731512,6312
731512,5757
731512,5758
731512,3651
731512,3652
731512,6605
731512,6606
731512,1570
731512,1571
108054,5701
108054,5702
108054,1540
108054,1541
108054,4157
108054,4158
108054,6111
108054,6112
108054,5503
108054,5504
108054,2321
108054,2322
108054,5335
862041,1416
862041,1415
862041,4167
862041,4168
862041,4169
862041,4170
862041,6311
862041,6312
862041,3651
862041,3652
862041,6605
862041,6606
862041,2323
862041,2324
862041,1570
862041,1571
317818,2321
317818,2322
991479,4159
991479,4160
991479,4765
991479,4766
991479,6311
991479,6312
991479,3313
991479,3314
991479,6605
991479,6606
991479,2347
991479,2348
991479,1570
991479,1571
991479,8209
991479,8210
194176,4159
194176,4160
194176,4765
194176,4766
194176,6311
194176,6312
194176,1165
194176,1166
194176,3313
194176,3314
194176,6605
194176,6606
194176,1570
194176,1571
194176,8209
194176,8210
402236,1570
402236,1571
402236,8209
402236,8210
402236,6605
402236,6606
402236,4167
402236,4168
402236,4463
402236,4464
402236,5020
402236,5021
402236,6311
402236,4473
402236,4474
402236,6312
339899,1571
339899,1415
339899,1416
339899,1570
339899,1540
339899,1541
339899,1090
339899,1091
339899,4159
339899,4160
339899,4167
339899,4168
339899,4763
339899,4764
339899,4765
339899,4766
339899,4159
339899,4160
339899,6605
339899,6606
339899,6111
339899,6112
339899,6311
339899,6312
506672,8027_2
231371,1415
231371,1416
231371,4163
231371,4164
231371,6311
231371,6312
231371,8490
231371,8491
231371,8373
231371,8374
231371,5050
231371,5051
231371,6605
231371,6606
231371,1570
231371,1571
159261,4159
159261,4766
159261,4160
159261,4765
159261,6605
159261,6606
159261,6121
159261,6122
159261,1154
159261,1155
159261,3313
159261,3314
159261,1572
159261,1573
159261,8209
159261,8210
568860,4159
568860,4160
568860,4765
568860,4766
568860,6311
568860,6312
568860,5703
568860,5704
568860,3657
568860,3658
568860,6605
568860,6606
568860,1570
568860,1571
568860,1416
568860,1415
950164,1541
950164,4158
950164,6111
950164,6112
950164,5503
950164,5702
950164,5051
950164,1797
950164,4157
950164,4763
950164,4764
950164,5050
950164,5504
950164,1798
950164,5701
950164,1540
534044,6649
534044,6650
534044,1540
534044,4764
534044,6111
534044,6112
534044,5702
534044,1541
534044,261
534044,4158
534044,5504
534044,262
534044,4763
534044,5503
534044,4157
534044,5701
757032,1570
757032,1571
757032,8209
757032,8210
757032,4159
757032,4160
757032,4765
757032,4766
757032,6311
757032,6312
757032,1165
757032,1166
757032,8373
757032,8374
757032,6605
757032,6606
260766,4158
260766,4763
260766,4764
260766,5503
260766,1540
260766,1541
260766,5701
260766,5702
260766,5504
260766,6111
260766,6112
260766,4157
260766,5021
260766,5020
260766,1798
260766,1797
234262,5120
234262,5121
234262,4158
234262,4763
234262,4764
234262,5503
234262,1541
234262,5701
234262,1540
234262,5504
234262,5702
234262,6111
234262,6112
234262,4157
234262,1798
234262,1797
343007,1541
343007,3312
343007,1540
343007,8207
343007,8208
343007,3311
343007,5504
343007,5702
343007,4764
343007,4158
343007,4157
343007,4763
343007,5503
343007,5701
343007,5335
343007,5336
185546,1541
185546,3312
185546,8207
185546,8208
185546,3311
185546,1540
185546,5504
185546,5702
185546,4764
185546,4158
185546,4157
185546,4763
185546,5503
185546,5701
185546,5021
185546,5020
668562,2349
668562,8027_2
668562,2350
148283,8027_2
690791,8027_2
707936,1541
707936,4158
707936,3705
707936,3706
707936,6112
707936,5503
707936,5701
707936,5702
707936,8207
707936,8208
707936,6111
707936,4157
707936,4763
707936,4764
707936,5504
707936,1540
833448,2321
833448,2322
802674,262
802674,6111
802674,6112
802674,1541
802674,4157
802674,261
802674,1540
802674,4158
802674,5504
802674,5702
802674,4764
802674,4763
802674,5503
802674,5701
802674,5021
802674,5020
802674,8490
802674,8491
491032,6241
491032,6240
491032,6112
491032,1540
491032,1541
491032,8207
491032,8208
491032,5503
491032,5701
491032,5702
491032,4763
491032,4764
491032,6111
491032,5504
491032,4157
491032,4158
815426,8027_2
873862,6241
873862,6240
873862,6112
873862,4763
873862,4502
873862,1540
873862,1541
873862,8207
873862,8208
873862,4503
873862,4504
873862,4764
873862,6111
873862,4501
873862,4157
873862,4158
331997,1541
331997,8207
331997,4504
331997,4501
331997,4764
331997,6112
331997,4502
331997,4503
331997,3705
331997,3706
331997,1540
331997,8208
331997,4157
331997,4158
331997,6111
331997,4763
520565,8027_2
244254,8027_2
244254,2323
715924,4157
715924,4158
715924,5702
715924,5701
715924,4763
715924,4764
715924,1540
715924,1541
715924,6240
715924,6241
715924,8207
715924,8208
715924,6111
715924,6112
715924,5503
715924,5504
987134,8027_2
430190,8027_2
437322,8027_2
478026,2349
478026,2350
478026,8027_2
799297,2348
799297,2347
799297,8027_2
805008,8027_2
948141,3312
948141,1540
948141,8208
948141,1541
948141,3311
948141,5504
948141,5702
948141,4764
948141,8207
948141,4158
948141,4157
948141,4763
948141,5503
948141,5701
948141,1424
948141,1423
572511,8027_2
837169,6240
837169,6241
837169,8207
837169,6112
837169,4167
837169,1540
837169,1541
837169,4503
837169,4502
837169,4504
837169,6111
837169,4501
837169,4170
837169,4168
837169,8208
837169,4169
663980,4160
663980,4159
663980,4765
663980,4766
663980,6311
663980,6312
663980,8373
663980,8374
663980,6605
663980,6606
663980,2345
663980,2346
663980,1570
663980,1571
663980,8209
663980,8210
548128,8027_2
156501,8027_2
323315,2321
323315,2322
323315,8027_2
376260,8027_2
575100,6649
575100,6650
575100,1541
575100,6111
575100,6112
575100,261
575100,4167
575100,4168
575100,5503
575100,5504
575100,5701
575100,262
575100,5702
575100,4170
575100,1540
575100,4169
302278,1540
302278,8207
302278,1424
302278,3311
302278,4763
302278,5701
302278,5504
302278,3312
302278,4764
302278,1423
302278,5702
302278,8208
302278,4157
302278,1541
302278,4158
302278,5503
138558,8027_2
666700,6112
666700,4501
666700,1541
666700,4158
666700,6111
666700,4502
666700,1540
666700,4503
666700,191
666700,192
666700,4157
666700,4504
666700,4763
666700,4764
666700,1798
666700,1797
562162,6240
562162,6112
562162,4167
562162,1540
562162,1541
562162,8207
562162,8208
562162,4503
562162,4502
562162,4504
562162,6111
562162,4501
562162,4170
562162,4168
562162,6241
562162,4169
110944,3705
110944,3706
110944,1540
110944,1541
110944,8207
110944,8208
110944,4158
110944,4764
110944,6112
110944,5504
110944,6111
110944,5701
110944,5503
110944,5702
110944,4157
110944,4763
244209,6240
244209,8207
244209,4167
244209,6112
244209,1541
244209,6111
244209,1540
244209,4502
244209,4503
244209,4504
244209,4501
244209,4170
244209,4168
244209,8208
244209,6241
244209,4169
451529,4167
451529,3705
451529,3706
451529,1541
451529,8207
451529,8208
451529,4501
451529,6112
451529,4503
451529,4504
451529,4502
451529,1540
451529,6111
451529,4170
451529,4168
451529,4169
683835,8027_2
401501,5702
401501,1541
401501,8207
401501,8208
401501,4158
401501,4763
401501,4764
401501,191
401501,192
401501,6111
401501,6112
401501,5503
401501,5504
401501,5701
416082,6112
416082,6111
416082,1540
416082,1541
416082,4157
416082,4158
416082,5503
416082,5504
416082,5701
416082,5702
416082,4763
416082,4764
823907,8027_2
229306,6240
229306,6112
229306,1540
229306,1541
229306,8207
229306,8208
229306,5503
229306,4763
229306,5701
229306,5702
229306,4764
229306,6111
229306,5504
229306,4157
229306,4158
229306,6241
243999,6649
243999,6650
243999,262
243999,6111
243999,6112
243999,5702
243999,261
243999,1541
243999,1540
243999,4158
243999,5504
243999,4764
243999,4763
243999,5503
243999,4157
243999,5701
464020,8027_2
390360,8027_2
674150,2348
674150,2347
674150,8027_2
880406,1541
880406,1540
880406,6111
880406,6112
880406,4157
880406,4502
880406,4158
880406,4504
880406,4763
880406,4764
880406,4501
880406,4503
880406,1798
880406,1797
880406,5120
880406,5121
226977,4167
226977,5503
226977,5701
226977,5702
226977,1541
226977,6111
226977,6112
226977,5120
226977,5504
226977,1540
226977,4170
226977,1798
226977,1797
226977,4168
226977,5121
226977,4169
229682,4763
229682,6112
229682,4501
229682,1541
229682,4158
229682,6111
229682,4502
229682,1540
229682,4503
229682,191
229682,192
229682,4157
229682,4504
229682,4764
229682,1798
229682,1797
218516,8027_2
432366,1541
432366,4157
432366,4158
432366,4763
432366,4764
432366,5503
432366,5504
432366,5701
432366,5702
432366,6111
432366,6112
432366,6649
432366,6650
432366,261
432366,262
432366,1540
432366,2346
432366,6121
432366,6122
432366,2345
310743,1424
310743,4763
310743,3311
310743,3312
310743,1541
310743,8207
310743,8208
310743,4158
310743,4501
310743,4502
310743,4764
310743,4503
310743,4157
310743,4504
310743,1540
310743,1423
536741,8027_2
200634,2349
200634,8027_2
200634,2350
195228,8027_2
116209,3705
116209,3706
116209,1540
116209,1541
116209,8207
116209,8208
116209,4158
116209,4501
116209,4764
116209,6112
116209,4503
116209,4504
116209,4502
116209,4157
116209,6111
116209,4763
852895,6240
852895,8207
852895,6112
852895,4501
852895,4503
852895,4504
852895,4502
852895,1540
852895,1541
852895,8208
852895,6111
852895,4764
852895,4763
852895,4158
852895,4157
852895,6241
756016,6650
756016,6649
756016,5504
756016,262
756016,4764
756016,6111
756016,6112
756016,5702
756016,261
756016,1541
756016,4158
756016,1540
756016,4763
756016,5503
756016,4157
756016,5701
265772,4763
265772,6112
265772,4501
265772,1541
265772,4158
265772,6111
265772,4502
265772,1540
265772,4503
265772,191
265772,192
265772,4157
265772,4504
265772,4764
265772,1798
265772,1797
408206,8027_2
916070,6240
916070,8207
916070,4167
916070,1541
916070,1540
916070,6111
916070,6112
916070,4502
916070,4503
916070,4504
916070,4501
916070,8208
916070,4168
916070,6241
916070,4169
916070,4170
127163,4170
127163,4167
127163,3311
127163,8207
127163,8208
127163,4501
127163,4502
127163,4503
127163,1541
127163,3312
127163,4504
127163,1540
127163,5335
127163,5336
127163,4168
127163,4169
568130,1540
568130,4503
568130,1541
568130,4881
568130,4882
568130,6736
568130,6737
568130,4157
568130,4158
568130,4763
568130,4764
568130,1541
568130,6737
568130,5503
568130,5503
568130,5504
568130,5701
568130,5702
568130,4504
568130,6111
568130,6112
568130,4501
568130,4502
200170,8027_2
924588,8027_2
995588,8027_2
174018,4166
174018,4165
174018,8027_2
303866,4160
303866,4159
303866,4766
303866,5704
303866,3657
303866,3658
303866,6605
303866,6606
303866,1570
303866,1571
303866,4765
303866,6311
303866,6312
303866,5703
303866,1416
303866,1415
270755,3705
270755,3706
270755,1540
270755,8207
270755,8208
270755,4158
270755,4764
270755,6112
270755,5504
270755,5701
270755,5503
270755,5702
270755,1541
270755,4157
270755,6111
270755,4763
740449,3312
740449,8207
740449,8208
740449,1541
740449,3311
740449,1540
740449,4763
740449,5702
740449,5504
740449,5701
740449,4764
740449,4158
740449,4157
740449,5503
740449,5335
740449,5336
307272,4170
307272,4167
307272,3705
307272,3706
307272,1540
307272,8207
307272,8208
307272,6112
307272,5504
307272,5701
307272,5503
307272,5702
307272,1541
307272,6111
307272,4168
307272,4169
806705,3705
806705,3706
806705,1540
806705,8207
806705,8208
806705,4158
806705,4764
806705,6112
806705,5504
806705,5701
806705,5503
806705,5702
806705,1541
806705,4157
806705,6111
806705,4763
694987,5503
694987,5701
694987,1541
694987,4157
694987,4158
694987,4763
694987,4764
694987,6111
694987,6112
694987,5120
694987,5504
694987,1540
694987,5702
694987,1798
694987,1797
694987,5121
275905,8027_2
694844,2347
694844,8027_2
241109,2348
241109,2347
241109,8027_2
758490,1540
758490,1541
758490,4157
758490,6111
758490,4158
758490,6112
758490,5503
758490,5504
362445,8027_2
846971,8027_2
894920,4167
894920,4168
894920,4169
894920,4170
894920,4505
894920,3657
894920,3658
894920,6605
894920,6606
894920,1570
894920,1571
894920,4506
894920,1416
894920,6311
894920,1415
894920,6312
791736,1589
791736,1590
791736,1655
791736,1656
791736,8271
791736,8272
791736,6221
791736,6222
791736,231
791736,232
791736,6701
791736,6702
791736,2333
791736,2334
791736,4181
791736,4182
489870,4883
489870,1589
489870,1590
489870,4884
489870,8155
489870,4181
489870,4182
489870,8421
489870,6711
489870,6712
489870,6721
489870,6722
489870,6221
489870,6222
489870,241
489870,242
489870,4181
489870,4182
489870,6291
489870,6292
489870,6023
489870,6291
489870,6292
478678,4766
478678,4159
478678,4160
478678,4765
478678,1415
478678,1416
478678,6311
478678,6312
478678,1165
478678,1166
478678,5050
478678,5051
478678,6605
478678,6606
478678,1570
478678,1571
926516,4159
926516,4766
926516,4765
926516,4160
926516,6311
926516,6312
926516,5703
926516,5704
926516,191
926516,192
926516,6605
926516,6606
926516,1570
926516,1571
926516,4881
926516,4882
153594,5020
153594,4159
153594,4160
153594,4765
153594,4766
153594,6311
153594,6312
153594,2325
153594,2326
153594,1572
153594,1573
153594,5021
153594,6645
153594,6646
153594,5320
153594,5321
884109,1570
884109,1571
884109,8209
884109,8210
884109,4159
884109,4160
884109,4765
884109,4766
884109,6111
884109,6112
884109,6605
884109,6606
884109,5704
884109,5703
884109,5050
884109,5051
884109,6121
884109,6122
884109,1423
884109,1424
884109,5705
884109,5706
391517,6650
391517,6649
391517,6112
391517,262
391517,4764
391517,6111
391517,4501
391517,261
391517,1541
